caseTitle,state,county,year,practiceArea,injuryType,resultType,amount,description,source
,Illinois,,2023,Medical Malpractice,Traumatic Brain Injury,verdict,450000000,$450.0 million jury verdict in a medical malpractice case in Illinois . The plaintiff sustained traumatic brain injury and was awarded damages.,News
Stroke Misdiagnosis Case,New York,,2023,Medical Malpractice,Traumatic Brain Injury,verdict,120000000,"Radiologists misinterpreted CT scans, leading to severe stroke and permanent brain damage. Jury awarded $50M for pain and suffering alone.",News
Werner Truck Interstate 20 Collision,Texas,,2023,Truck Accident,Wrongful Death,verdict,100000000,Seven-year-old killed and 12-year-old paralyzed when vehicle crossed median into Werner truck during icy conditions. Truck driver failed to reduce speed appropriately.,News
Werner Big Rig Collision,Texas,,2023,Truck Accident,Spinal Cord Injury,verdict,90000000,Child fatality and paralysis when vehicle crossed median into truck. The 12-year-old survivor suffered permanent paralysis.,News
,Colorado,,2023,Medical Malpractice,Traumatic Brain Injury,verdict,70000000,"Birth Injury Involving Misuse of Drug to Induce Labor $70 million arbitration award, the largest known medical malpractice arbitration award in U.S. history. David S Woodruff handled this birth injury case involving an HMO labor/delivery unit that misused Cytotec, a drug used to induce labor. The improper use of misoprostil caused uterine hyper -stimulation, decreasing blood supply to.",News
,California,,2023,Car Accident,Other,settlement,50000000,$50.0 million settlement in a car accident case in California . The plaintiff sustained personal injury and was awarded damages.,News
,New Jersey,,2023,Medical Malpractice,Other,verdict,46700000,$46.7 million jury verdict in a medical malpractice case in New Jersey . The plaintiff sustained personal injury and was awarded damages.,News
,Illinois,,2023,Other,Other,verdict,40750000,Occupational asbestos exposure led to mesothelioma. Jury deliberated less than 30 minutes before awarding damages.,News
,Illinois,,2023,Medical Malpractice,Traumatic Brain Injury,verdict,40000000,"Landscaper's hypertension and cardiac issues were not properly addressed by physicians, leading to a debilitating stroke.",News
,Illinois,,2023,Medical Malpractice,Broken Bones,verdict,32700000,"Man visited the ER with foot pain but a blood clot was not diagnosed, ultimately requiring foot amputation.",News
,Arizona,,2023,Medical Malpractice,Traumatic Brain Injury,verdict,31500000,"Child suffered oxygen deprivation from inappropriate Pitocin administration during labor, resulting in cerebral palsy.",News
Greyson v. Banner Health,California,,2023,Medical Malpractice,Traumatic Brain Injury,verdict,31500000,$31.5 million jury verdict in a medical malpractice case in California . The plaintiff sustained traumatic brain injury and was awarded damages.,News
Le v. United States (USPS truck),Texas,,2023,Car Accident,Spinal Cord Injury,verdict,26500000,"Postal worker reversed vehicle against traffic flow, causing a collision that aggravated pre-existing spinal condition and resulted in paralysis.",STATE_COURT
Potts v. Durrani,Ohio,,2023,Medical Malpractice,Back Injury,verdict,26000000,Medical Malpractice jury verdict of $26 million in Ohio.,CourtListener
,Texas,,2023,Car Accident,Wrongful Death,verdict,23291951,$23.3 million jury verdict in a car accident case in Texas . The plaintiff sustained wrongful death and was awarded damages.,News
,Colorado,,2023,Other,Other,settlement,23000000,Settlement for Individuals Injured by a Defective Product Settlement for group of individuals injured by a defective product. Dan Sloane was a member of a national team of lawyers who helped secure this settlement. The largest single settlement in the country was paid to Dan’s individual client.,News
Isom v. McCarthy,California,,2023,Bus Accident,Back Injury,verdict,20636313.44,"Isom was awarded special and general damages totaling $20,636.",CourtListener
,New York,,2023,Medical Malpractice,Traumatic Brain Injury,settlement,20000000,"In another landmark result, Plaintiff received a $120 million verdict in Westchester County, one of the largest medical malpractice verdicts in New York history. The case involved William R. Lee, who suffered permanent brain damage due to a hospital’s fa.",News
Medical Negligence Opioid Death,Florida,Palm Beach,2023,Medical Malpractice,Wrongful Death,verdict,20000000,Patient died from respiratory collapse after receiving excessive opioid doses. Hospital staff failed to monitor the patient's breathing adequately.,News
,Colorado,,2023,Car Accident,Traumatic Brain Injury,verdict,19000000,Car Accident jury verdict of $19 million in Colorado.,News
Nichols v. Durrani,Ohio,,2023,Medical Malpractice,Spinal Cord Injury,settlement,17510000,Medical Malpractice settlement of $17.5 million in Ohio.,CourtListener
,Colorado,,2023,Medical Malpractice,Spinal Cord Injury,verdict,15000000,Medical Malpractice Verdict for Victim of Paralysis A jury handed down a $15 million verdict to a man who was paralyzed from the chest down just hours after a doctor at Memorial Hospital in Colorado Springs discharged him. It’s the largest sum ever awarded in a medical malpractice suit in Colorado.,News
Auto Accident Quadriplegia (MI),Michigan,,2023,Car Accident,Spinal Cord Injury,settlement,15000000,Passenger suffered quadriplegia and a closed-head injury in an auto accident.,News
Lambert v. General Motors,California,,2023,Car Accident,Other,verdict,15000000,"Victorville, California November Robbie Lambert was an 18 year-old high school student driving home from a weekend with friends at Lake Havasu. While driving home, Robbie fell asleep at the wheel and drove off the highway, causing his Chevy Blazer to roll over several times. Robbie suffered paralyzing injuries. The lawsuit.",News
,Illinois,,2023,Medical Malpractice,Wrongful Death,verdict,14000000,Medical Malpractice jury verdict of $14.0 million in Illinois.,News
Infant Cerebral Palsy Hospital Negligence (MI),Michigan,,2023,Medical Malpractice,Traumatic Brain Injury,settlement,12000000,Infant developed cerebral palsy from hospital negligence during birth.,News
Truck Accident Passenger Deaths (MI),Michigan,,2023,Truck Accident,Wrongful Death,settlement,11900000,Passengers killed when a speeding truck caused a fatal collision.,News
,Arizona,,2023,Medical Malpractice,Other,settlement,11870000,$11.9 million settlement in a medical malpractice case in Arizona . The plaintiff sustained personal injury and was awarded damages.,News
,Illinois,,2023,Medical Malpractice,Traumatic Brain Injury,verdict,11000000,"Obstetrician delayed performing a C-section, causing the infant to suffer hypoxic-ischemic brain damage.",News
,California,,2023,Car Accident,Other,settlement,11000000,$11.0 million settlement in a car accident case in California . The plaintiff sustained personal injury and was awarded damages.,News
Motorcyclist Struck by Semi-Truck (MI),Michigan,,2023,Motorcycle Accident,Wrongful Death,settlement,10700000,Motorcyclist killed after being struck by a semi-truck.,News
Apartment Complex Electrocution,Texas,,2023,Premises Liability,Wrongful Death,verdict,10500000,Plumber electrocuted by overhead power lines at an apartment complex. Property management found 50% liable for the fatality.,News
Estate of Lipschutz v. Ramadan,Pennsylvania,PA (statewide list),2023,Pedestrian Accident,Wrongful Death,verdict,10456250,"Wrongful death case arising from a pedestrian struck by a vehicle in a single-vehicle collision. The $10,456,250 verdict also encompassed related insurance broker malpractice claims.",TopVerdict
,Colorado,,2023,Medical Malpractice,Other,settlement,9200000,"Birth Injury Verdict and Settlement David S. Woodruff $9.2 million for his client, a child injured during birth, in this landmark trial and appeal to the Colorado Supreme Court.",News
,Texas,,2023,Car Accident,Other,verdict,9000000,Car Accident jury verdict of $9 million in Texas.,News
,Colorado,,2023,Truck Accident,Other,verdict,8910000,Drunk Driving Accident Resulting in Rollover Collision Rollover collision; Steve Wahlberg represented the driver of a vehicle struck by a drunk driver.,News
Restaurant Step Fall,Florida,Broward,2023,Slip and Fall,Broken Bones,verdict,8300000,"Woman fell on worn, slippery step at restaurant in Sunrise, causing a trimalleolar ankle fracture requiring extensive surgery.",News
,Pennsylvania,,2023,Medical Malpractice,Other,verdict,8000000,Pregnancy delivery complications led to hemorrhage and cardiac arrest.,News
,Colorado,,2023,Car Accident,Other,settlement,8000000,$8.0 million settlement in a car accident case in Colorado . The plaintiff sustained personal injury and was awarded damages.,News
Husband and Wife Truck Accident (MI),Michigan,,2023,Truck Accident,Other,settlement,8000000,Husband and wife suffered severe injuries in a truck accident.,News
,Pennsylvania,,2023,Workplace Injury,Spinal Cord Injury,verdict,7800000,"Worker fell 10 feet from unstable scaffolding, suffering spinal injuries and developing pneumonia.",News
Burger King Slip and Fall,Florida,Broward,2023,Slip and Fall,Back Injury,verdict,7800000,"Customer fell in Burger King bathroom, injuring her lower back. Required surgery with postoperative complications including a perforated colon.",News
,Ohio,,2023,Medical Malpractice,Spinal Cord Injury,verdict,7625000,"Contraindicated spinal surgery was performed and a sponge was left inside the patient, causing paralysis.",News
,Kansas,,2023,Workplace Injury,Wrongful Death,settlement,7500000,$7.5 million settlement in a workplace injury case in Kansas . The plaintiff sustained wrongful death and was awarded damages.,News
,Illinois,,2023,Medical Malpractice,Wrongful Death,verdict,7250000,Pregnant woman involved in a car crash received insufficient fetal monitoring at the hospital. The baby died.,News
,Colorado,,2023,Medical Malpractice,Traumatic Brain Injury,verdict,7200000,"Birth Injury Verdict Involving a Misplaced Device $7 million medical malpractice jury verdict. David Woodruff handled this birth injury case, which culminated in a 2-week jury trial in Colorado Springs. The case involved a physician who misplaced a “vacuum extraction device” while delivering the infant, causing the infant to become stuck in the birth canal for a period of 19 minutes.",News
Nursing Home Wheelchair Malfunction,Texas,,2023,Premises Liability,Broken Bones,verdict,7100000,"Wheelchair malfunctioned during patient transfer at a nursing home, causing a nurse to be injured with a broken leg from the fall.",News
,Arizona,,2023,Car Accident,Wrongful Death,settlement,7000000,"Settlement Motor Vehicle Crash, Wrongful Death Jessica Zink, David Shapiro, & Ray Norris.",News
Oakland County Wrongful Death (MI),Michigan,,2023,Car Accident,Wrongful Death,settlement,7000000,Passenger killed in an Oakland County car accident.,News
,Colorado,,2023,Premises Liability,Other,verdict,6945000,Premises Liability jury verdict of $6.9 million in Colorado.,News
,Colorado,,2023,Slip and Fall,Other,verdict,6900000,Slip and Fall jury verdict of $6.9 million in Colorado.,News
Dearborn Car Accident Jury Verdict (MI),Michigan,,2023,Car Accident,Other,verdict,6872931,Passenger injured in a Dearborn car accident. Jury awarded damages.,News
,Ohio,,2023,Medical Malpractice,Traumatic Brain Injury,verdict,6190000,"Hospital failed to implement fall prevention protocols, and the patient suffered a traumatic brain injury.",News
,Illinois,,2023,Medical Malpractice,Wrongful Death,verdict,6000000,"Doctor increased an opioid prescription without adequate monitoring, and the patient died of an overdose.",News
,Missouri,,2023,Car Accident,Broken Bones,settlement,6000000,Client struck by box truck in Missouri causing multiple severe injuries.,News
Glendale Crosswalk Fatality,California,,2023,Pedestrian Accident,Wrongful Death,verdict,6000000,Elderly woman struck and killed at an unmarked crosswalk. The defendant's pre-trial offer was zero dollars.,News
"The Timely Mission Nursing Home d/b/a Timely Mission Nursing Home and Timely Mission v. Kathy L. Arends and Patti J. Fiderlick, Individually and as Co-Executors of the Estate of Darlene Weaver",Iowa,,2023,Medical Malpractice,Wrongful Death,verdict,6000000,"The Timely Mission Nursing Home (Timely Mission) appeals the entry of a $6,000,000 verdict against them in favor of Kathy Arends and Patti Fiderlick, individually and as co-executors of the Estate of Darlene Weaver (collectively the Estate).",CourtListener
,Texas,,2023,Car Accident,Other,verdict,5920000,$5.9 million jury verdict in a car accident case in Texas . The plaintiff sustained personal injury and was awarded damages.,News
,Illinois,,2023,Other,Other,verdict,5500000,Pump operator exposed to asbestos over years of work developed fatal mesothelioma.,News
"Dwyer v. Wilson, et al.",Pennsylvania,PA (statewide list),2023,Pedestrian Accident,Broken Bones,verdict,5053946,A pedestrian suffered bone fractures after being struck in an impaired driving crash. Claims included failure to train and vicarious liability against the driver's employer.,TopVerdict
Assisted Living Facility Verdict (MI),Michigan,,2023,Medical Malpractice,Wrongful Death,verdict,5000080,Wrongful death at a Southfield assisted living facility.,News
,Pennsylvania,,2023,Premises Liability,Back Injury,verdict,5000000,"Customer slipped and fell on an olive oil spill at Walmart, suffering herniated discs and a concussion.",News
,Virginia,,2023,Pedestrian Accident,Traumatic Brain Injury,verdict,5000000,"Pedestrian hit by a city vehicle in a crosswalk, developing post-traumatic hydrocephalus.",News
,Arizona,,2023,Car Accident,Other,verdict,5000000,Jury Verdict Motor Vehicle Crash Rick Horton.,News
,Colorado,,2023,Truck Accident,Other,settlement,5000000,Truck Accident Settlement for Client Struck by Falling Cargo Mr. Nimmo settled a case on behalf of his client who was severely injured when he was struck by falling cargo that fell from a trailer.,News
Davis v. Mercy Medical Center,North Dakota,,2023,Medical Malpractice,Other,verdict,5000000,Medical Malpractice jury verdict of $5 million in North Dakota.,CourtListener
,Michigan,,2023,Workplace Injury,Broken Bones,verdict,4500000,"Forklift dropped a 4,000-pound load on a truck driver, causing broken bones and shoulder injuries.",News
,Arizona,,2023,Medical Malpractice,Other,settlement,4500000,Settlement Medical Malpractice David Shapiro.,News
Hudnall v. State Farm Mutual Automobile Insurance Co.,Florida,Duval,2023,Car Accident,Back Injury,verdict,4475305,Car Accident jury verdict of $4.5 million in Florida.,TopVerdict
,Colorado,,2023,Car Accident,Wrongful Death,settlement,4440000,"Jury Verdict for the Family of a Driver Killed in a Highway Speed Collision Steve Wahlberg jury verdict based on a highway speed collision. The Defendant crossed the center line and caused a head-on collision, which killed the driver and seriously injured his wife. The case was settled with the primary defendant and proceeded to a jury verdict against the uninsured/underin.",News
Dog Bite Mauling (IL),Illinois,,2023,Premises Liability,Other,settlement,4300000,61-year-old woman mauled by a pit bull mix. Record Illinois dog bite settlement.,News
Walmart Garden Section Incident,Texas,,2023,Premises Liability,Traumatic Brain Injury,verdict,4300000,Worker hit by truck during pursuit of a shoplifter in the garden section. Jury found Walmart 80% liable for head and ankle injuries.,News
Medical Negligence Settlement (MI),Michigan,,2023,Medical Malpractice,Other,settlement,4100000,Medical negligence settlement in Michigan.,News
,Colorado,,2023,Pedestrian Accident,Other,verdict,3750000,$3.8 million jury verdict in a pedestrian accident case in Colorado . The plaintiff sustained personal injury and was awarded damages.,News
Ann Arbor Medical Malpractice (MI),Michigan,,2023,Medical Malpractice,Other,settlement,3750000,Medical malpractice settlement in Ann Arbor.,News
