caseTitle,state,county,year,practiceArea,injuryType,resultType,amount,description,source
"Brown v. RDO Equipment Co., et al.",California,,2024,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Brown v. RDO Equipment Co., et al.. Listed by TopVerdict.",TopVerdict
"Caballero v. Wood, et al.",California,,2024,Car Accident,Back Injury,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Caballero v. Wood, et al.. Listed by TopVerdict.",TopVerdict
"E.J. v. Company Driver, et al.",California,,2024,Car Accident,Back Injury,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as E.J. v. Company Driver, et al.. Listed by TopVerdict.",TopVerdict
"Eghbal v. Shen, et al.",California,,2024,Car Accident,Back Injury,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Eghbal v. Shen, et al.. Listed by TopVerdict.",TopVerdict
"F.S. v. Insurance Co., et al.",California,,2024,Car Accident,Back Injury,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Uninsured Motorist. Reported as F.S. v. Insurance Co., et al.. Listed by TopVerdict.",TopVerdict
"Gillian v. Chen, et al.",New York,,2024,Car Accident,Back Injury,settlement,1000000,"New York settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Gillian v. Chen, et al.. Listed by TopVerdict.",TopVerdict
Injured Driver v. Motorist Who Failed to Yield,Texas,,2024,Car Accident,Back Injury,settlement,1000000,"Texas settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Underinsured Motorist. Reported as Injured Driver v. Motorist Who Failed to Yield. Listed by TopVerdict.",TopVerdict
"Injured Driver v. Ride Share Co., et al.",California,,2024,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Injured Driver v. Ride Share Co., et al.. Listed by TopVerdict.",TopVerdict
"Injured Motorist v. Distracted Driver, et al.",Texas,,2024,Car Accident,Back Injury,settlement,1000000,"Texas settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Injured Motorist v. Distracted Driver, et al.. Listed by TopVerdict.",TopVerdict
"Injured Passengers v. Rideshare Company, et al.",California,,2024,Car Accident,Back Injury,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Hit & Run. Reported as Injured Passengers v. Rideshare Company, et al.. Listed by TopVerdict.",TopVerdict
"Jasso, et al. v. Ulberg, et al.",California,,2024,Car Accident,Back Injury,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Underinsured Motorist. Reported as Jasso, et al. v. Ulberg, et al.. Listed by TopVerdict.",TopVerdict
"Lomeli v. Romero, et al.",California,,2024,Car Accident,Back Injury,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Lomeli v. Romero, et al.. Listed by TopVerdict.",TopVerdict
"M.G. v. John Doe Company, et al.",California,,2024,Car Accident,Traumatic Brain Injury,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as M.G. v. John Doe Company, et al.. Listed by TopVerdict.",TopVerdict
"Negron v. Dolan, et al.",Florida,,2024,Car Accident,Other,verdict,1000000,"Florida verdict of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Negron v. Dolan, et al.. Listed by TopVerdict.",TopVerdict
"Passenger v. Ride Share Co., et al.",California,,2024,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Passenger v. Ride Share Co., et al.. Listed by TopVerdict.",TopVerdict
"Passenger v. Rideshare Co., et al.",California,,2024,Car Accident,Other,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Vehicular Accident. Reported as Passenger v. Rideshare Co., et al.. Listed by TopVerdict.",TopVerdict
"Plaintiff v. Defendant, et al.",Texas,,2024,Car Accident,Other,settlement,1000000,"Texas settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Gross Negligence. Reported as Plaintiff v. Defendant, et al.. Listed by TopVerdict.",TopVerdict
"Plaintiff v. Drunk Driver, et al.",Texas,,2024,Car Accident,Other,settlement,1000000,"Texas settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Gross Negligence. Reported as Plaintiff v. Drunk Driver, et al.. Listed by TopVerdict.",TopVerdict
"Rosales v. LaFrance, et al.",California,,2024,Car Accident,Back Injury,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Rosales v. LaFrance, et al.. Listed by TopVerdict.",TopVerdict
"T.A. v. At-Fault Driver, et al.",California,,2024,Car Accident,Back Injury,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as T.A. v. At-Fault Driver, et al.. Listed by TopVerdict.",TopVerdict
Tahiri v. Huddleston,Texas,,2024,Car Accident,Traumatic Brain Injury,settlement,1000000,"Texas settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Tahiri v. Huddleston. Listed by TopVerdict.",TopVerdict
"Vazquez v. Kachina Builders & Contractors, et al.",California,,2024,Car Accident,Back Injury,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Vazquez v. Kachina Builders & Contractors, et al.. Listed by TopVerdict.",TopVerdict
"Wu v. Morano, et al.",New York,,2024,Car Accident,Back Injury,settlement,1000000,"New York settlement of $1,000,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Wu v. Morano, et al.. Listed by TopVerdict.",TopVerdict
"Zouabi, et al v. Allis Collision Center, et al.",California,,2024,Car Accident,Traumatic Brain Injury,settlement,1000000,"California settlement of $1,000,000 in 2024. Case type: Motor Vehicle Accident, Personal Injury, Brain Injury, Emotional Distress. Reported as Zouabi, et al v. Allis Collision Center, et al.. Listed by TopVerdict.",TopVerdict
Driver v. Distracted Motorist,California,,2024,Car Accident,Other,settlement,995607,"California settlement of $995,607 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Driver v. Distracted Motorist. Listed by TopVerdict.",TopVerdict
"Sarmiento v. Hammond, et al.",California,,2024,Car Accident,Other,settlement,995000,"California settlement of $995,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Sarmiento v. Hammond, et al.. Listed by TopVerdict.",TopVerdict
Driver v. Turn-Violating Motorist,Texas,,2024,Car Accident,Back Injury,settlement,994056,"Texas settlement of $994,056 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Driver v. Turn-Violating Motorist. Listed by TopVerdict.",TopVerdict
"Rolled Over Driver v. Tow Truck Co., et al.",California,,2024,Car Accident,Traumatic Brain Injury,settlement,993359,"California settlement of $993,359 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Rolled Over Driver v. Tow Truck Co., et al.. Listed by TopVerdict.",TopVerdict
"Padilla v. Nichols, et al.",California,,2024,Car Accident,Broken Bones,settlement,992446,"California settlement of $992,446 in 2024. Case type: Motor Vehicle Accident, Personal Injury, Negligent Tort, Bodily Injury. Reported as Padilla v. Nichols, et al.. Listed by TopVerdict.",TopVerdict
"Passenger v. Ride Share Driver, et al.",California,,2024,Car Accident,Back Injury,settlement,992023,"California settlement of $992,023 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Passenger v. Ride Share Driver, et al.. Listed by TopVerdict.",TopVerdict
"Fuentes v. Beahm, et al.",California,,2024,Car Accident,Back Injury,settlement,988390,"California settlement of $988,390 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Fuentes v. Beahm, et al.. Listed by TopVerdict.",TopVerdict
"Whitten v. Motorist, et al.",California,,2024,Car Accident,Back Injury,settlement,988162,"California settlement of $988,162 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Whitten v. Motorist, et al.. Listed by TopVerdict.",TopVerdict
"Hu, et al. v. Lopez, et al.",California,,2024,Car Accident,Traumatic Brain Injury,settlement,987929,"California settlement of $987,929 in 2024. Case type: Motor Vehicle Accident, Personal Injury, Brain Injury, Negligent Tort. Reported as Hu, et al. v. Lopez, et al.. Listed by TopVerdict.",TopVerdict
"Auto Driver & Passenger v. At-Fault Truck Driver, et al.",California,,2024,Car Accident,Other,settlement,986023,"California settlement of $986,023 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Emotional Distress. Reported as Auto Driver & Passenger v. At-Fault Truck Driver, et al.. Listed by TopVerdict.",TopVerdict
"Soto v. Taylor, et al.",Texas,,2024,Car Accident,Other,verdict,981366,"Texas verdict of $981,366 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Vehicular Accident. Reported as Soto v. Taylor, et al.. Listed by TopVerdict.",TopVerdict
Monroe v. Tires by EZ Inc.,California,,2024,Car Accident,Other,settlement,978499,"California settlement of $978,499 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Monroe v. Tires by EZ Inc.. Listed by TopVerdict.",TopVerdict
Driver v. Lane Changing Motorist,Texas,,2024,Car Accident,Traumatic Brain Injury,settlement,976446,"Texas settlement of $976,446 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Driver v. Lane Changing Motorist. Listed by TopVerdict.",TopVerdict
"Quinteros v. Ushkow, et al.",New York,,2024,Car Accident,Back Injury,settlement,975000,"New York settlement of $975,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Impaired Driving Accident. Reported as Quinteros v. Ushkow, et al.. Listed by TopVerdict.",TopVerdict
Auto Driver v. Commercial Vehicle,Texas,,2024,Car Accident,Traumatic Brain Injury,settlement,970000,"Texas settlement of $970,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Auto Driver v. Commercial Vehicle. Listed by TopVerdict.",TopVerdict
"Zeledon, et al. v. Devil Mountain Wholesale, et al.",California,,2024,Car Accident,Other,settlement,966719,"California settlement of $966,719 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Zeledon, et al. v. Devil Mountain Wholesale, et al.. Listed by TopVerdict.",TopVerdict
"Delgado v. Schulz, et al.",Florida,,2024,Car Accident,Other,verdict,953687,"Florida verdict of $953,687 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Vicarious Liability. Reported as Delgado v. Schulz, et al.. Listed by TopVerdict.",TopVerdict
"Passenger v. Underinsured Motorist, et al.",California,,2024,Car Accident,Back Injury,settlement,952000,"California settlement of $952,000 in 2024. Case type: Breach of Contract, Car Accident, Indemnity, Insurance Bad Faith. Reported as Passenger v. Underinsured Motorist, et al.. Listed by TopVerdict.",TopVerdict
,Virginia,,2024,Car Accident,Wrongful Death,verdict,950000,Disabled taxi passenger died in a motor vehicle accident.,News
Auto Driver v. Farm Owner,California,,2024,Car Accident,Traumatic Brain Injury,settlement,950000,"California settlement of $950,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Auto Driver v. Farm Owner. Listed by TopVerdict.",TopVerdict
"Martin, et al v. Johnson",Georgia,,2024,Car Accident,Other,verdict,939453,"Georgia verdict of $939,453 in 2024. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Hit & Run Accidents. Reported as Martin, et al v. Johnson. Listed by TopVerdict.",TopVerdict
"Cuevas v. Radewahn, et al.",California,,2024,Car Accident,Back Injury,settlement,937500,"California settlement of $937,500 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Cuevas v. Radewahn, et al.. Listed by TopVerdict.",TopVerdict
"Rideshare Passenger v. Uninsured Motorist, et al.",California,,2024,Car Accident,Back Injury,settlement,925000,"California settlement of $925,000 in 2024. Case type: Car Accident, Insurance Bad Faith, Motor Vehicle Accident, Personal Injury. Reported as Rideshare Passenger v. Uninsured Motorist, et al.. Listed by TopVerdict.",TopVerdict
"Redmond v. Uber, et al.",California,,2024,Car Accident,Back Injury,settlement,920000,"California settlement of $920,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Redmond v. Uber, et al.. Listed by TopVerdict.",TopVerdict
"Motorist v. Commercial Vehicle, et al.",New York,,2024,Car Accident,Broken Bones,settlement,900000,"New York settlement of $900,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Vicarious Liability. Reported as Motorist v. Commercial Vehicle, et al.. Listed by TopVerdict.",TopVerdict
"Smith, et al. v. Eagle Overhead Garage Door LLC., et al.",New York,,2024,Car Accident,Back Injury,settlement,900000,"New York settlement of $900,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Bodily Injury. Reported as Smith, et al. v. Eagle Overhead Garage Door LLC., et al.. Listed by TopVerdict.",TopVerdict
"Del Cid v. Dennis, et al.",California,Los-angeles,2024,Car Accident,Other,settlement,886000,"California settlement of $886,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Underinsured Motorist. Reported as Del Cid v. Dennis, et al.. Listed by TopVerdict.",TopVerdict
Dwyer v. State Farm,Kentucky,Warren,2024,Car Accident,Other,verdict,868145,"Kentucky jury verdict of $868,145 in Warren County (2024). It was 11-1-19 and Summer Dwyer, then age 19, was stopped in busy traffic on Campbell Lane in Bowling Green. Dwyer had a history of anxiety and emotional symptoms. Originally from near Morgantown, she was very anxious about driving in Bowling Green. However there was proof that at this time, Dwyer was doing well..",Kentucky Trial Court Review
Elliott v. Sandifer,Georgia,Georgia,2024,Car Accident,Back Injury,verdict,859191,T-bone collision causing spinal injuries. Listed on TopVerdict's 2024 Georgia Top 50 verdicts.,TopVerdict
"Bentley v. Negligent Driver, et al.",California,Los-angeles,2024,Car Accident,Other,settlement,851000,"California settlement of $851,000 in 2024. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Vehicular Accident. Reported as Bentley v. Negligent Driver, et al.. Listed by TopVerdict.",TopVerdict
